$ python train.py 1>training.log
Epoch 1/1000, Train Loss: -0.1113, Learning Rate: 4.0e-04
Epoch 354/1000, Train Loss: -0.2840, Learning Rate: 4.0e-04
Epoch 355/1000, Train Loss: -0.2835, Learning Rate: 4.0e-04
Epoch 356/1000, Train Loss: -0.2843, Learning Rate: 4.0e-04
Epoch 357/1000, Train Loss: -0.2833, Learning Rate: 4.0e-04
Epoch 358/1000, Train Loss: -0.2836, Learning Rate: 4.0e-04
Epoch 359/1000, Train Loss: -0.2844, Learning Rate: 4.0e-04
Epoch 360/1000, Train Loss: -0.2824, Learning Rate: 4.0e-04
Epoch 361/1000, Train Loss: -0.2843, Learning Rate: 4.0e-04
Epoch 362/1000, Train Loss: -0.2836, Learning Rate: 4.0e-04
Epoch 363/1000, Train Loss: -0.2833, Learning Rate: 4.0e-04
Epoch 364/1000, Train Loss: -0.2852, Learning Rate: 4.0e-04
Epoch 365/1000, Train Loss: -0.2841, Learning Rate: 4.0e-04
Epoch 366/1000, Train Loss: -0.2838, Learning Rate: 4.0e-04
Epoch 367/1000, Train Loss: -0.2850, Learning Rate: 4.0e-04
Epoch 368/1000, Train Loss: -0.2853, Learning Rate: 4.0e-04
Epoch 369/1000, Train Loss: -0.2860, Learning Rate: 4.0e-04
Epoch 370/1000, Train Loss: -0.2830, Learning Rate: 4.0e-04
Epoch 371/1000, Train Loss: -0.2847, Learning Rate: 4.0e-04
Epoch 372/1000, Train Loss: -0.2853, Learning Rate: 4.0e-04
Epoch 373/1000, Train Loss: -0.2842, Learning Rate: 4.0e-04
Epoch 374/1000, Train Loss: -0.2856, Learning Rate: 4.0e-04
Epoch 375/1000, Train Loss: -0.2845, Learning Rate: 4.0e-04
Epoch 375/1000, Val L1: 0.0227, Val PSNR: 30.05 dB
Saving checkpoint to ./ckpts/ckpt_374.pth
Epoch 376/1000, Train Loss: -0.2845, Learning Rate: 4.0e-04
Epoch 377/1000, Train Loss: -0.2842, Learning Rate: 4.0e-04
Epoch 378/1000, Train Loss: -0.2855, Learning Rate: 4.0e-04
Epoch 379/1000, Train Loss: -0.2855, Learning Rate: 4.0e-04
Epoch 380/1000, Train Loss: -0.2848, Learning Rate: 4.0e-04
Epoch 381/1000, Train Loss: -0.2836, Learning Rate: 4.0e-04
Epoch 382/1000, Train Loss: -0.2848, Learning Rate: 4.0e-04
Epoch 383/1000, Train Loss: -0.2849, Learning Rate: 4.0e-04
Epoch 384/1000, Train Loss: -0.2855, Learning Rate: 4.0e-04
Epoch 385/1000, Train Loss: -0.2855, Learning Rate: 4.0e-04
Epoch 386/1000, Train Loss: -0.2868, Learning Rate: 4.0e-04
Epoch 387/1000, Train Loss: -0.2841, Learning Rate: 4.0e-04
Epoch 388/1000, Train Loss: -0.2849, Learning Rate: 4.0e-04
Epoch 389/1000, Train Loss: -0.2843, Learning Rate: 4.0e-04
Epoch 390/1000, Train Loss: -0.2860, Learning Rate: 4.0e-04
Epoch 391/1000, Train Loss: -0.2848, Learning Rate: 4.0e-04
Epoch 392/1000, Train Loss: -0.2857, Learning Rate: 4.0e-04
Epoch 393/1000, Train Loss: -0.2858, Learning Rate: 4.0e-04
Epoch 394/1000, Train Loss: -0.2842, Learning Rate: 4.0e-04
Epoch 395/1000, Train Loss: -0.2861, Learning Rate: 4.0e-04
Epoch 396/1000, Train Loss: -0.2857, Learning Rate: 4.0e-04
Epoch 397/1000, Train Loss: -0.2851, Learning Rate: 4.0e-04
Epoch 398/1000, Train Loss: -0.2868, Learning Rate: 4.0e-04
Epoch 399/1000, Train Loss: -0.2869, Learning Rate: 4.0e-04
Epoch 400/1000, Train Loss: -0.2867, Learning Rate: 4.0e-04
Epoch 400/1000, Val L1: 0.0229, Val PSNR: 30.00 dB
Saving checkpoint to ./ckpts/ckpt_399.pth
Epoch 401/1000, Train Loss: -0.2857, Learning Rate: 4.0e-04
Epoch 402/1000, Train Loss: -0.2855, Learning Rate: 4.0e-04
Epoch 403/1000, Train Loss: -0.2865, Learning Rate: 4.0e-04
Epoch 404/1000, Train Loss: -0.2851, Learning Rate: 4.0e-04
Epoch 405/1000, Train Loss: -0.2875, Learning Rate: 4.0e-04
Epoch 406/1000, Train Loss: -0.2872, Learning Rate: 4.0e-04
Epoch 407/1000, Train Loss: -0.2864, Learning Rate: 4.0e-04
Epoch 408/1000, Train Loss: -0.2861, Learning Rate: 4.0e-04
Epoch 409/1000, Train Loss: -0.2853, Learning Rate: 4.0e-04
Epoch 410/1000, Train Loss: -0.2861, Learning Rate: 4.0e-04
Epoch 411/1000, Train Loss: -0.2861, Learning Rate: 4.0e-04
Epoch 412/1000, Train Loss: -0.2864, Learning Rate: 4.0e-04
Epoch 413/1000, Train Loss: -0.2864, Learning Rate: 4.0e-04
Epoch 414/1000, Train Loss: -0.2870, Learning Rate: 4.0e-04
Epoch 415/1000, Train Loss: -0.2871, Learning Rate: 4.0e-04
Epoch 416/1000, Train Loss: -0.2871, Learning Rate: 4.0e-04
Epoch 417/1000, Train Loss: -0.2868, Learning Rate: 4.0e-04
Epoch 418/1000, Train Loss: -0.2875, Learning Rate: 4.0e-04
Epoch 419/1000, Train Loss: -0.2860, Learning Rate: 4.0e-04
Epoch 420/1000, Train Loss: -0.2860, Learning Rate: 4.0e-04
Epoch 421/1000, Train Loss: -0.2867, Learning Rate: 4.0e-04
Epoch 422/1000, Train Loss: -0.2870, Learning Rate: 4.0e-04
Epoch 423/1000, Train Loss: -0.2869, Learning Rate: 4.0e-04
Epoch 424/1000, Train Loss: -0.2858, Learning Rate: 4.0e-04
Epoch 425/1000, Train Loss: -0.2859, Learning Rate: 4.0e-04
Epoch 425/1000, Val L1: 0.0228, Val PSNR: 29.98 dB
Saving checkpoint to ./ckpts/ckpt_424.pth
Epoch 426/1000, Train Loss: -0.2861, Learning Rate: 4.0e-04
Epoch 427/1000, Train Loss: -0.2855, Learning Rate: 4.0e-04
Epoch 428/1000, Train Loss: -0.2863, Learning Rate: 4.0e-04
Epoch 429/1000, Train Loss: -0.2873, Learning Rate: 4.0e-04
Epoch 430/1000, Train Loss: -0.2877, Learning Rate: 4.0e-04
Epoch 431/1000, Train Loss: -0.2873, Learning Rate: 4.0e-04
Epoch 432/1000, Train Loss: -0.2876, Learning Rate: 4.0e-04
Epoch 433/1000, Train Loss: -0.2880, Learning Rate: 4.0e-04
Epoch 434/1000, Train Loss: -0.2872, Learning Rate: 4.0e-04
Epoch 435/1000, Train Loss: -0.2875, Learning Rate: 4.0e-04
Epoch 436/1000, Train Loss: -0.2871, Learning Rate: 4.0e-04
Epoch 437/1000, Train Loss: -0.2884, Learning Rate: 4.0e-04
Epoch 438/1000, Train Loss: -0.2857, Learning Rate: 4.0e-04
Epoch 439/1000, Train Loss: -0.2863, Learning Rate: 4.0e-04
Epoch 440/1000, Train Loss: -0.2881, Learning Rate: 4.0e-04
Epoch 441/1000, Train Loss: -0.2882, Learning Rate: 4.0e-04
Epoch 442/1000, Train Loss: -0.2889, Learning Rate: 4.0e-04
Epoch 443/1000, Train Loss: -0.2877, Learning Rate: 4.0e-04
Epoch 444/1000, Train Loss: -0.2877, Learning Rate: 4.0e-04
Epoch 445/1000, Train Loss: -0.2878, Learning Rate: 4.0e-04
Epoch 446/1000, Train Loss: -0.2863, Learning Rate: 4.0e-04
Epoch 447/1000, Train Loss: -0.2862, Learning Rate: 4.0e-04
Epoch 448/1000, Train Loss: -0.2878, Learning Rate: 4.0e-04
Epoch 449/1000, Train Loss: -0.2884, Learning Rate: 4.0e-04
Epoch 450/1000, Train Loss: -0.2882, Learning Rate: 4.0e-04
Epoch 450/1000, Val L1: 0.0224, Val PSNR: 30.10 dB
Saving checkpoint to ./ckpts/ckpt_449.pth
Epoch 451/1000, Train Loss: -0.2885, Learning Rate: 4.0e-04
Epoch 452/1000, Train Loss: -0.2882, Learning Rate: 4.0e-04
Epoch 453/1000, Train Loss: -0.2888, Learning Rate: 4.0e-04
Epoch 454/1000, Train Loss: -0.2889, Learning Rate: 4.0e-04
Epoch 455/1000, Train Loss: -0.2887, Learning Rate: 4.0e-04
Epoch 456/1000, Train Loss: -0.2877, Learning Rate: 4.0e-04
Epoch 457/1000, Train Loss: -0.2875, Learning Rate: 4.0e-04
Epoch 458/1000, Train Loss: -0.2885, Learning Rate: 4.0e-04
Epoch 459/1000, Train Loss: -0.2865, Learning Rate: 4.0e-04
Epoch 460/1000, Train Loss: -0.2883, Learning Rate: 4.0e-04
Epoch 461/1000, Train Loss: -0.2897, Learning Rate: 4.0e-04
Epoch 462/1000, Train Loss: -0.2891, Learning Rate: 4.0e-04
Epoch 463/1000, Train Loss: -0.2878, Learning Rate: 4.0e-04
Epoch 464/1000, Train Loss: -0.2872, Learning Rate: 4.0e-04
Epoch 465/1000, Train Loss: -0.2887, Learning Rate: 4.0e-04
Epoch 466/1000, Train Loss: -0.2877, Learning Rate: 4.0e-04
Epoch 467/1000, Train Loss: -0.2885, Learning Rate: 4.0e-04
Epoch 468/1000, Train Loss: -0.2885, Learning Rate: 4.0e-04
Epoch 469/1000, Train Loss: -0.2893, Learning Rate: 4.0e-04
Epoch 470/1000, Train Loss: -0.2886, Learning Rate: 4.0e-04
Epoch 471/1000, Train Loss: -0.2890, Learning Rate: 4.0e-04
Epoch 472/1000, Train Loss: -0.2876, Learning Rate: 4.0e-04
Epoch 473/1000, Train Loss: -0.2884, Learning Rate: 4.0e-04
Epoch 474/1000, Train Loss: -0.2886, Learning Rate: 4.0e-04
Epoch 475/1000, Train Loss: -0.2892, Learning Rate: 4.0e-04
Epoch 475/1000, Val L1: 0.0223, Val PSNR: 30.15 dB
Saving checkpoint to ./ckpts/ckpt_474.pth
Epoch 476/1000, Train Loss: -0.2888, Learning Rate: 4.0e-04
Epoch 477/1000, Train Loss: -0.2884, Learning Rate: 4.0e-04
Epoch 478/1000, Train Loss: -0.2892, Learning Rate: 4.0e-04
Epoch 479/1000, Train Loss: -0.2885, Learning Rate: 4.0e-04
Epoch 480/1000, Train Loss: -0.2874, Learning Rate: 4.0e-04
Epoch 481/1000, Train Loss: -0.2909, Learning Rate: 4.0e-04
Epoch 482/1000, Train Loss: -0.2901, Learning Rate: 4.0e-04
Epoch 483/1000, Train Loss: -0.2881, Learning Rate: 4.0e-04
Epoch 484/1000, Train Loss: -0.2882, Learning Rate: 4.0e-04
Epoch 485/1000, Train Loss: -0.2882, Learning Rate: 4.0e-04
Epoch 486/1000, Train Loss: -0.2888, Learning Rate: 4.0e-04
Epoch 487/1000, Train Loss: -0.2891, Learning Rate: 4.0e-04
Epoch 488/1000, Train Loss: -0.2886, Learning Rate: 4.0e-04
Epoch 489/1000, Train Loss: -0.2887, Learning Rate: 4.0e-04
Epoch 490/1000, Train Loss: -0.2895, Learning Rate: 4.0e-04
Epoch 491/1000, Train Loss: -0.2903, Learning Rate: 4.0e-04
Epoch 492/1000, Train Loss: -0.2882, Learning Rate: 4.0e-04
Epoch 493/1000, Train Loss: -0.2897, Learning Rate: 4.0e-04
Epoch 494/1000, Train Loss: -0.2897, Learning Rate: 4.0e-04
Epoch 495/1000, Train Loss: -0.2889, Learning Rate: 4.0e-04
Epoch 496/1000, Train Loss: -0.2907, Learning Rate: 4.0e-04
Epoch 497/1000, Train Loss: -0.2883, Learning Rate: 4.0e-04
Epoch 498/1000, Train Loss: -0.2898, Learning Rate: 4.0e-04
Epoch 499/1000, Train Loss: -0.2901, Learning Rate: 4.0e-04
Epoch 500/1000, Train Loss: -0.2902, Learning Rate: 4.0e-04
Epoch 500/1000, Val L1: 0.0225, Val PSNR: 30.17 dB
Saving checkpoint to ./ckpts/ckpt_499.pth
Epoch 501/1000, Train Loss: -0.2887, Learning Rate: 4.0e-04
Epoch 502/1000, Train Loss: -0.2897, Learning Rate: 4.0e-04
Epoch 503/1000, Train Loss: -0.2886, Learning Rate: 4.0e-04
Epoch 504/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 505/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 506/1000, Train Loss: -0.2897, Learning Rate: 4.0e-04
Epoch 507/1000, Train Loss: -0.2904, Learning Rate: 4.0e-04
Epoch 508/1000, Train Loss: -0.2902, Learning Rate: 4.0e-04
Epoch 509/1000, Train Loss: -0.2874, Learning Rate: 4.0e-04
Epoch 510/1000, Train Loss: -0.2885, Learning Rate: 4.0e-04
Epoch 511/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 512/1000, Train Loss: -0.2893, Learning Rate: 4.0e-04
Epoch 513/1000, Train Loss: -0.2900, Learning Rate: 4.0e-04
Epoch 514/1000, Train Loss: -0.2889, Learning Rate: 4.0e-04
Epoch 515/1000, Train Loss: -0.2907, Learning Rate: 4.0e-04
Epoch 516/1000, Train Loss: -0.2902, Learning Rate: 4.0e-04
Epoch 517/1000, Train Loss: -0.2901, Learning Rate: 4.0e-04
Epoch 518/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 519/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 520/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 521/1000, Train Loss: -0.2915, Learning Rate: 4.0e-04
Epoch 522/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 523/1000, Train Loss: -0.2823, Learning Rate: 4.0e-04
Epoch 524/1000, Train Loss: -0.2889, Learning Rate: 4.0e-04
Epoch 525/1000, Train Loss: -0.2898, Learning Rate: 4.0e-04
Epoch 525/1000, Val L1: 0.0222, Val PSNR: 30.19 dB
Saving checkpoint to ./ckpts/ckpt_524.pth
Epoch 526/1000, Train Loss: -0.2912, Learning Rate: 4.0e-04
Epoch 527/1000, Train Loss: -0.2906, Learning Rate: 4.0e-04
Epoch 528/1000, Train Loss: -0.2913, Learning Rate: 4.0e-04
Epoch 529/1000, Train Loss: -0.2915, Learning Rate: 4.0e-04
Epoch 530/1000, Train Loss: -0.2907, Learning Rate: 4.0e-04
Epoch 531/1000, Train Loss: -0.2894, Learning Rate: 4.0e-04
Epoch 532/1000, Train Loss: -0.2880, Learning Rate: 4.0e-04
Epoch 533/1000, Train Loss: -0.2900, Learning Rate: 4.0e-04
Epoch 534/1000, Train Loss: -0.2895, Learning Rate: 4.0e-04
Epoch 535/1000, Train Loss: -0.2900, Learning Rate: 4.0e-04
Epoch 536/1000, Train Loss: -0.2911, Learning Rate: 4.0e-04
Epoch 537/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 538/1000, Train Loss: -0.2908, Learning Rate: 4.0e-04
Epoch 539/1000, Train Loss: -0.2909, Learning Rate: 4.0e-04
Epoch 540/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 541/1000, Train Loss: -0.2909, Learning Rate: 4.0e-04
Epoch 542/1000, Train Loss: -0.2916, Learning Rate: 4.0e-04
Epoch 543/1000, Train Loss: -0.2891, Learning Rate: 4.0e-04
Epoch 544/1000, Train Loss: -0.2910, Learning Rate: 4.0e-04
Epoch 545/1000, Train Loss: -0.2900, Learning Rate: 4.0e-04
Epoch 546/1000, Train Loss: -0.2920, Learning Rate: 4.0e-04
Epoch 547/1000, Train Loss: -0.2913, Learning Rate: 4.0e-04
Epoch 548/1000, Train Loss: -0.2908, Learning Rate: 4.0e-04
Epoch 549/1000, Train Loss: -0.2908, Learning Rate: 4.0e-04
Epoch 550/1000, Train Loss: -0.2911, Learning Rate: 4.0e-04
Epoch 550/1000, Val L1: 0.0218, Val PSNR: 30.34 dB
Saving checkpoint to ./ckpts/ckpt_549.pth
Epoch 551/1000, Train Loss: -0.2900, Learning Rate: 4.0e-04
Epoch 552/1000, Train Loss: -0.2899, Learning Rate: 4.0e-04
Epoch 553/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 554/1000, Train Loss: -0.2912, Learning Rate: 4.0e-04
Epoch 555/1000, Train Loss: -0.2920, Learning Rate: 4.0e-04
Epoch 556/1000, Train Loss: -0.2912, Learning Rate: 4.0e-04
Epoch 557/1000, Train Loss: -0.2907, Learning Rate: 4.0e-04
Epoch 558/1000, Train Loss: -0.2897, Learning Rate: 4.0e-04
Epoch 559/1000, Train Loss: -0.2917, Learning Rate: 4.0e-04
Epoch 560/1000, Train Loss: -0.2905, Learning Rate: 4.0e-04
Epoch 561/1000, Train Loss: -0.2917, Learning Rate: 4.0e-04
Epoch 562/1000, Train Loss: -0.2917, Learning Rate: 4.0e-04
Epoch 563/1000, Train Loss: -0.2921, Learning Rate: 4.0e-04
Epoch 564/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 565/1000, Train Loss: -0.2932, Learning Rate: 4.0e-04
Epoch 566/1000, Train Loss: -0.2911, Learning Rate: 4.0e-04
Epoch 567/1000, Train Loss: -0.2907, Learning Rate: 4.0e-04
Epoch 568/1000, Train Loss: -0.2916, Learning Rate: 4.0e-04
Epoch 569/1000, Train Loss: -0.2915, Learning Rate: 4.0e-04
Epoch 570/1000, Train Loss: -0.2915, Learning Rate: 4.0e-04
Epoch 571/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 572/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 573/1000, Train Loss: -0.2913, Learning Rate: 4.0e-04
Epoch 574/1000, Train Loss: -0.2917, Learning Rate: 4.0e-04
Epoch 575/1000, Train Loss: -0.2923, Learning Rate: 4.0e-04
Epoch 575/1000, Val L1: 0.0218, Val PSNR: 30.31 dB
Saving checkpoint to ./ckpts/ckpt_574.pth
Epoch 576/1000, Train Loss: -0.2923, Learning Rate: 4.0e-04
Epoch 577/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 578/1000, Train Loss: -0.2910, Learning Rate: 4.0e-04
Epoch 579/1000, Train Loss: -0.2923, Learning Rate: 4.0e-04
Epoch 580/1000, Train Loss: -0.2921, Learning Rate: 4.0e-04
Epoch 581/1000, Train Loss: -0.2920, Learning Rate: 4.0e-04
Epoch 582/1000, Train Loss: -0.2913, Learning Rate: 4.0e-04
Epoch 583/1000, Train Loss: -0.2925, Learning Rate: 4.0e-04
Epoch 584/1000, Train Loss: -0.2935, Learning Rate: 4.0e-04
Epoch 585/1000, Train Loss: -0.2914, Learning Rate: 4.0e-04
Epoch 586/1000, Train Loss: -0.2923, Learning Rate: 4.0e-04
Epoch 587/1000, Train Loss: -0.2933, Learning Rate: 4.0e-04
Epoch 588/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 589/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 590/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 591/1000, Train Loss: -0.2913, Learning Rate: 4.0e-04
Epoch 592/1000, Train Loss: -0.2921, Learning Rate: 4.0e-04
Epoch 593/1000, Train Loss: -0.2894, Learning Rate: 4.0e-04
Epoch 594/1000, Train Loss: -0.2915, Learning Rate: 4.0e-04
Epoch 595/1000, Train Loss: -0.2918, Learning Rate: 4.0e-04
Epoch 596/1000, Train Loss: -0.2915, Learning Rate: 4.0e-04
Epoch 597/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 598/1000, Train Loss: -0.2924, Learning Rate: 4.0e-04
Epoch 599/1000, Train Loss: -0.2922, Learning Rate: 4.0e-04
Epoch 600/1000, Train Loss: -0.2927, Learning Rate: 4.0e-04
Epoch 600/1000, Val L1: 0.0220, Val PSNR: 30.25 dB
Saving checkpoint to ./ckpts/ckpt_599.pth
Epoch 601/1000, Train Loss: -0.2925, Learning Rate: 4.0e-04
Epoch 602/1000, Train Loss: -0.2933, Learning Rate: 4.0e-04
Epoch 603/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 604/1000, Train Loss: -0.2917, Learning Rate: 4.0e-04
Epoch 605/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 606/1000, Train Loss: -0.2932, Learning Rate: 4.0e-04
Epoch 607/1000, Train Loss: -0.2924, Learning Rate: 4.0e-04
Epoch 608/1000, Train Loss: -0.2935, Learning Rate: 4.0e-04
Epoch 609/1000, Train Loss: -0.2929, Learning Rate: 4.0e-04
Epoch 610/1000, Train Loss: -0.2927, Learning Rate: 4.0e-04
Epoch 611/1000, Train Loss: -0.2924, Learning Rate: 4.0e-04
Epoch 612/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 613/1000, Train Loss: -0.2933, Learning Rate: 4.0e-04
Epoch 614/1000, Train Loss: -0.2930, Learning Rate: 4.0e-04
Epoch 615/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 616/1000, Train Loss: -0.2925, Learning Rate: 4.0e-04
Epoch 617/1000, Train Loss: -0.2927, Learning Rate: 4.0e-04
Epoch 618/1000, Train Loss: -0.2927, Learning Rate: 4.0e-04
Epoch 619/1000, Train Loss: -0.2919, Learning Rate: 4.0e-04
Epoch 620/1000, Train Loss: -0.2923, Learning Rate: 4.0e-04
Epoch 621/1000, Train Loss: -0.2926, Learning Rate: 4.0e-04
Epoch 622/1000, Train Loss: -0.2909, Learning Rate: 4.0e-04
Epoch 623/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 624/1000, Train Loss: -0.2920, Learning Rate: 4.0e-04
Epoch 625/1000, Train Loss: -0.2929, Learning Rate: 4.0e-04
Epoch 625/1000, Val L1: 0.0218, Val PSNR: 30.34 dB
Saving checkpoint to ./ckpts/ckpt_624.pth
Epoch 626/1000, Train Loss: -0.2928, Learning Rate: 4.0e-04
Epoch 627/1000, Train Loss: -0.2932, Learning Rate: 4.0e-04
Epoch 628/1000, Train Loss: -0.2933, Learning Rate: 4.0e-04
Epoch 629/1000, Train Loss: -0.2932, Learning Rate: 4.0e-04
Epoch 630/1000, Train Loss: -0.2930, Learning Rate: 4.0e-04
Epoch 631/1000, Train Loss: -0.2934, Learning Rate: 4.0e-04
Epoch 632/1000, Train Loss: -0.2933, Learning Rate: 4.0e-04
Epoch 633/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 634/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 635/1000, Train Loss: -0.2939, Learning Rate: 4.0e-04
Epoch 636/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 637/1000, Train Loss: -0.2926, Learning Rate: 4.0e-04
Epoch 638/1000, Train Loss: -0.2942, Learning Rate: 4.0e-04
Epoch 639/1000, Train Loss: -0.2927, Learning Rate: 4.0e-04
Epoch 640/1000, Train Loss: -0.2944, Learning Rate: 4.0e-04
Epoch 641/1000, Train Loss: -0.2945, Learning Rate: 4.0e-04
Epoch 642/1000, Train Loss: -0.2934, Learning Rate: 4.0e-04
Epoch 643/1000, Train Loss: -0.2930, Learning Rate: 4.0e-04
Epoch 644/1000, Train Loss: -0.2891, Learning Rate: 4.0e-04
Epoch 645/1000, Train Loss: -0.2930, Learning Rate: 4.0e-04
Epoch 646/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 647/1000, Train Loss: -0.2926, Learning Rate: 4.0e-04
Epoch 648/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 649/1000, Train Loss: -0.2939, Learning Rate: 4.0e-04
Epoch 650/1000, Train Loss: -0.2948, Learning Rate: 4.0e-04
Epoch 650/1000, Val L1: 0.0219, Val PSNR: 30.33 dB
Saving checkpoint to ./ckpts/ckpt_649.pth
Epoch 651/1000, Train Loss: -0.2954, Learning Rate: 4.0e-04
Epoch 652/1000, Train Loss: -0.2933, Learning Rate: 4.0e-04
Epoch 653/1000, Train Loss: -0.2943, Learning Rate: 4.0e-04
Epoch 654/1000, Train Loss: -0.2943, Learning Rate: 4.0e-04
Epoch 655/1000, Train Loss: -0.2945, Learning Rate: 4.0e-04
Epoch 656/1000, Train Loss: -0.2938, Learning Rate: 4.0e-04
Epoch 657/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 658/1000, Train Loss: -0.2932, Learning Rate: 4.0e-04
Epoch 659/1000, Train Loss: -0.2916, Learning Rate: 4.0e-04
Epoch 660/1000, Train Loss: -0.2943, Learning Rate: 4.0e-04
Epoch 661/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 662/1000, Train Loss: -0.2935, Learning Rate: 4.0e-04
Epoch 663/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 664/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 665/1000, Train Loss: -0.2920, Learning Rate: 4.0e-04
Epoch 666/1000, Train Loss: -0.2928, Learning Rate: 4.0e-04
Epoch 667/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 668/1000, Train Loss: -0.2944, Learning Rate: 4.0e-04
Epoch 669/1000, Train Loss: -0.2949, Learning Rate: 4.0e-04
Epoch 670/1000, Train Loss: -0.2937, Learning Rate: 4.0e-04
Epoch 671/1000, Train Loss: -0.2944, Learning Rate: 4.0e-04
Epoch 672/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 673/1000, Train Loss: -0.2931, Learning Rate: 4.0e-04
Epoch 674/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 675/1000, Train Loss: -0.2951, Learning Rate: 4.0e-04
Epoch 675/1000, Val L1: 0.0217, Val PSNR: 30.34 dB
Saving checkpoint to ./ckpts/ckpt_674.pth
Epoch 676/1000, Train Loss: -0.2952, Learning Rate: 4.0e-04
Epoch 677/1000, Train Loss: -0.2931, Learning Rate: 4.0e-04
Epoch 678/1000, Train Loss: -0.2946, Learning Rate: 4.0e-04
Epoch 679/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 680/1000, Train Loss: -0.2936, Learning Rate: 4.0e-04
Epoch 681/1000, Train Loss: -0.2958, Learning Rate: 4.0e-04
Epoch 682/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 683/1000, Train Loss: -0.2953, Learning Rate: 4.0e-04
Epoch 684/1000, Train Loss: -0.2946, Learning Rate: 4.0e-04
Epoch 685/1000, Train Loss: -0.2945, Learning Rate: 4.0e-04
Epoch 686/1000, Train Loss: -0.2947, Learning Rate: 4.0e-04
Epoch 687/1000, Train Loss: -0.2942, Learning Rate: 4.0e-04
Epoch 688/1000, Train Loss: -0.2947, Learning Rate: 4.0e-04
Epoch 689/1000, Train Loss: -0.2949, Learning Rate: 4.0e-04
Epoch 690/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 691/1000, Train Loss: -0.2942, Learning Rate: 4.0e-04
Epoch 692/1000, Train Loss: -0.2938, Learning Rate: 4.0e-04
Epoch 693/1000, Train Loss: -0.2944, Learning Rate: 4.0e-04
Epoch 694/1000, Train Loss: -0.2939, Learning Rate: 4.0e-04
Epoch 695/1000, Train Loss: -0.2959, Learning Rate: 4.0e-04
Epoch 696/1000, Train Loss: -0.2940, Learning Rate: 4.0e-04
Epoch 697/1000, Train Loss: -0.2960, Learning Rate: 4.0e-04
Epoch 698/1000, Train Loss: -0.2950, Learning Rate: 4.0e-04
Epoch 699/1000, Train Loss: -0.2961, Learning Rate: 4.0e-04
Epoch 700/1000, Train Loss: -0.2949, Learning Rate: 4.0e-04
Epoch 700/1000, Val L1: 0.0222, Val PSNR: 30.23 dB
Saving checkpoint to ./ckpts/ckpt_699.pth
Epoch 701/1000, Train Loss: -0.2946, Learning Rate: 4.0e-04
Epoch 702/1000, Train Loss: -0.2954, Learning Rate: 4.0e-04
Epoch 703/1000, Train Loss: -0.2948, Learning Rate: 4.0e-04
Epoch 704/1000, Train Loss: -0.2943, Learning Rate: 4.0e-04
Epoch 705/1000, Train Loss: -0.2934, Learning Rate: 4.0e-04
Epoch 706/1000, Train Loss: -0.2938, Learning Rate: 4.0e-04
